wmo,field,ui_value,decoder_ui_api_value,upstream_or_registry_source,upstream_value,independently_calculated_value,transformation,verification,api_generated_at_utc,result
2902113,Longitude,89.584°E,89.58427,https://data-argo.ifremer.fr/dac/incois/2902113/2902113_Rtraj.nc [LONGITUDE index 211; JULD; POSITION_QC=2],89.58427,89.58427,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902113,Last Transmission,2013-11-23 13:44 UTC,2013-11-23T13:44:07+00:00,https://data-argo.ifremer.fr/dac/incois/2902113/2902113_Rtraj.nc [JULD_LAST_MESSAGE index 2; raw JULD=23337.57230324077],JULD_LAST_MESSAGE[2] = 23337.57230324077 days since 1950-01-01 UTC,2013-11-23T13:44:07+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902113,Expected Next Communication,2013-12-03 13:44 UTC,2013-12-03T13:44:07+00:00,https://data-argo.ifremer.fr/dac/incois/2902113/2902113_Rtraj.nc [JULD_LAST_MESSAGE index 2; raw JULD=23337.57230324077],2013-11-23T13:44:07+00:00,2013-12-03T13:44:07+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902113,No Communication / elapsed days,4684 d,4684.333849293877,https://data-argo.ifremer.fr/dac/incois/2902113/2902113_Rtraj.nc [JULD_LAST_MESSAGE index 2; raw JULD=23337.57230324077],2013-11-23T13:44:07+00:00,4684.333849293877,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902113,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902113/2902113_Rtraj.nc [JULD_LAST_MESSAGE index 2; raw JULD=23337.57230324077],2013-11-23T13:44:07+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902113,Prof# (highest cycle),2,2,https://data-argo.ifremer.fr/dac/incois/2902113/profiles/ [recognized filenames; distinct positive cycles],2,2,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902113,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902113/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902114,WMO ID,2902114,2902114,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902114/2902114_meta.nc [PLATFORM_NUMBER],2902114,2902114,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902114,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902114,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902114/2902114_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902114,Latitude,14.632°N,14.6323,https://data-argo.ifremer.fr/dac/incois/2902114/2902114_Rtraj.nc [LATITUDE index 31951; JULD; POSITION_QC=2],14.6323,14.6323,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902114,Longitude,87.548°E,87.54756,https://data-argo.ifremer.fr/dac/incois/2902114/2902114_Rtraj.nc [LONGITUDE index 31951; JULD; POSITION_QC=2],87.54756,87.54756,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902114,Last Transmission,2017-10-09 12:36 UTC,2017-10-09T12:36:42+00:00,https://data-argo.ifremer.fr/dac/incois/2902114/2902114_Rtraj.nc [JULD_LAST_MESSAGE index 284; raw JULD=24753.52548611106],JULD_LAST_MESSAGE[284] = 24753.52548611106 days since 1950-01-01 UTC,2017-10-09T12:36:42+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902114,Expected Next Communication,2017-10-19 12:36 UTC,2017-10-19T12:36:42+00:00,https://data-argo.ifremer.fr/dac/incois/2902114/2902114_Rtraj.nc [JULD_LAST_MESSAGE index 284; raw JULD=24753.52548611106],2017-10-09T12:36:42+00:00,2017-10-19T12:36:42+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902114,No Communication / elapsed days,3268 d,3268.3806664235067,https://data-argo.ifremer.fr/dac/incois/2902114/2902114_Rtraj.nc [JULD_LAST_MESSAGE index 284; raw JULD=24753.52548611106],2017-10-09T12:36:42+00:00,3268.3806664235067,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902114,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902114/2902114_Rtraj.nc [JULD_LAST_MESSAGE index 284; raw JULD=24753.52548611106],2017-10-09T12:36:42+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902114,Prof# (highest cycle),284,284,https://data-argo.ifremer.fr/dac/incois/2902114/profiles/ [recognized filenames; distinct positive cycles],284,284,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902114,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902114/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902115,WMO ID,2902115,2902115,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902115/2902115_meta.nc [PLATFORM_NUMBER],2902115,2902115,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902115,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902115,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902115/2902115_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902115,Latitude,53.663°S,-53.66326,https://data-argo.ifremer.fr/dac/incois/2902115/2902115_Rtraj.nc [LATITUDE index 32118; JULD; POSITION_QC=1],-53.66326,-53.66326,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902115,Longitude,172.837°E,172.83744,https://data-argo.ifremer.fr/dac/incois/2902115/2902115_Rtraj.nc [LONGITUDE index 32118; JULD; POSITION_QC=1],172.83744,172.83744,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902115,Last Transmission,2020-05-16 12:33 UTC,2020-05-16T12:33:49+00:00,https://data-argo.ifremer.fr/dac/incois/2902115/2902115_Rtraj.nc [JULD_LAST_MESSAGE index 238; raw JULD=25703.523483796278],JULD_LAST_MESSAGE[238] = 25703.523483796278 days since 1950-01-01 UTC,2020-05-16T12:33:49+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902115,Expected Next Communication,2020-05-26 12:33 UTC,2020-05-26T12:33:49+00:00,https://data-argo.ifremer.fr/dac/incois/2902115/2902115_Rtraj.nc [JULD_LAST_MESSAGE index 238; raw JULD=25703.523483796278],2020-05-16T12:33:49+00:00,2020-05-26T12:33:49+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902115,No Communication / elapsed days,2318 d,2318.3826687383216,https://data-argo.ifremer.fr/dac/incois/2902115/2902115_Rtraj.nc [JULD_LAST_MESSAGE index 238; raw JULD=25703.523483796278],2020-05-16T12:33:49+00:00,2318.3826687383216,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902115,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902115/2902115_Rtraj.nc [JULD_LAST_MESSAGE index 238; raw JULD=25703.523483796278],2020-05-16T12:33:49+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902115,Prof# (highest cycle),238,238,https://data-argo.ifremer.fr/dac/incois/2902115/profiles/ [recognized filenames; distinct positive cycles],238,238,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902115,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902115/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902118,WMO ID,2902118,2902118,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902118/2902118_meta.nc [PLATFORM_NUMBER],2902118,2902118,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902118,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902118,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902118/2902118_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902118,Latitude,12.028°N,12.0285,https://data-argo.ifremer.fr/dac/incois/2902118/2902118_Rtraj.nc [LATITUDE index 33247; JULD; POSITION_QC=2],12.0285,12.0285,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902118,Longitude,65.079°E,65.07857,https://data-argo.ifremer.fr/dac/incois/2902118/2902118_Rtraj.nc [LONGITUDE index 33247; JULD; POSITION_QC=2],65.07857,65.07857,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902118,Last Transmission,2021-04-21 12:26 UTC,2021-04-21T12:26:31+00:00,https://data-argo.ifremer.fr/dac/incois/2902118/2902118_Rtraj.nc [JULD_LAST_MESSAGE index 261; raw JULD=26043.518414351856],JULD_LAST_MESSAGE[261] = 26043.518414351856 days since 1950-01-01 UTC,2021-04-21T12:26:31+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902118,Expected Next Communication,2021-05-01 12:26 UTC,2021-05-01T12:26:31+00:00,https://data-argo.ifremer.fr/dac/incois/2902118/2902118_Rtraj.nc [JULD_LAST_MESSAGE index 261; raw JULD=26043.518414351856],2021-04-21T12:26:31+00:00,2021-05-01T12:26:31+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902118,No Communication / elapsed days,1978 d,1978.387738182766,https://data-argo.ifremer.fr/dac/incois/2902118/2902118_Rtraj.nc [JULD_LAST_MESSAGE index 261; raw JULD=26043.518414351856],2021-04-21T12:26:31+00:00,1978.387738182766,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902118,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902118/2902118_Rtraj.nc [JULD_LAST_MESSAGE index 261; raw JULD=26043.518414351856],2021-04-21T12:26:31+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902118,Prof# (highest cycle),261,261,https://data-argo.ifremer.fr/dac/incois/2902118/profiles/ [recognized filenames; distinct positive cycles],261,261,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902118,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902118/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902120,WMO ID,2902120,2902120,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902120/2902120_meta.nc [PLATFORM_NUMBER],2902120,2902120,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902120,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902120,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902120/2902120_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902120,Latitude,13.070°N,13.07015,https://data-argo.ifremer.fr/dac/incois/2902120/2902120_Rtraj.nc [LATITUDE index 36814; JULD; POSITION_QC=1],13.07015,13.07015,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902120,Longitude,69.172°E,69.17182,https://data-argo.ifremer.fr/dac/incois/2902120/2902120_Rtraj.nc [LONGITUDE index 36814; JULD; POSITION_QC=1],69.17182,69.17182,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902120,Last Transmission,2021-05-12 12:41 UTC,2021-05-12T12:41:44+00:00,https://data-argo.ifremer.fr/dac/incois/2902120/2902120_Rtraj.nc [JULD_LAST_MESSAGE index 263; raw JULD=26064.528981481446],JULD_LAST_MESSAGE[263] = 26064.528981481446 days since 1950-01-01 UTC,2021-05-12T12:41:44+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902120,Expected Next Communication,2021-05-22 12:41 UTC,2021-05-22T12:41:44+00:00,https://data-argo.ifremer.fr/dac/incois/2902120/2902120_Rtraj.nc [JULD_LAST_MESSAGE index 263; raw JULD=26064.528981481446],2021-05-12T12:41:44+00:00,2021-05-22T12:41:44+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902120,No Communication / elapsed days,1957 d,1957.3771710531366,https://data-argo.ifremer.fr/dac/incois/2902120/2902120_Rtraj.nc [JULD_LAST_MESSAGE index 263; raw JULD=26064.528981481446],2021-05-12T12:41:44+00:00,1957.3771710531366,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902120,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902120/2902120_Rtraj.nc [JULD_LAST_MESSAGE index 263; raw JULD=26064.528981481446],2021-05-12T12:41:44+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902120,Prof# (highest cycle),262,262,https://data-argo.ifremer.fr/dac/incois/2902120/profiles/ [recognized filenames; distinct positive cycles],262,262,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902120,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902120/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902130,WMO ID,2902130,2902130,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902130/2902130_meta.nc [PLATFORM_NUMBER],2902130,2902130,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902130,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902130,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902130/2902130_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902130,Latitude,52.586°S,-52.58553,https://data-argo.ifremer.fr/dac/incois/2902130/2902130_Rtraj.nc [LATITUDE index 26067; JULD; POSITION_QC=1],-52.58553,-52.58553,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902130,Longitude,102.862°E,102.86184,https://data-argo.ifremer.fr/dac/incois/2902130/2902130_Rtraj.nc [LONGITUDE index 26067; JULD; POSITION_QC=1],102.86184,102.86184,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902130,Last Transmission,2019-02-19 12:07 UTC,2019-02-19T12:07:20+00:00,https://data-argo.ifremer.fr/dac/incois/2902130/2902130_Rtraj.nc [JULD_LAST_MESSAGE index 189; raw JULD=25251.50509259256],JULD_LAST_MESSAGE[189] = 25251.50509259256 days since 1950-01-01 UTC,2019-02-19T12:07:20+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902130,Expected Next Communication,2019-03-01 12:07 UTC,2019-03-01T12:07:20+00:00,https://data-argo.ifremer.fr/dac/incois/2902130/2902130_Rtraj.nc [JULD_LAST_MESSAGE index 189; raw JULD=25251.50509259256],2019-02-19T12:07:20+00:00,2019-03-01T12:07:20+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902130,No Communication / elapsed days,2770 d,2770.4010599420253,https://data-argo.ifremer.fr/dac/incois/2902130/2902130_Rtraj.nc [JULD_LAST_MESSAGE index 189; raw JULD=25251.50509259256],2019-02-19T12:07:20+00:00,2770.4010599420253,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902130,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902130/2902130_Rtraj.nc [JULD_LAST_MESSAGE index 189; raw JULD=25251.50509259256],2019-02-19T12:07:20+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902130,Prof# (highest cycle),189,189,https://data-argo.ifremer.fr/dac/incois/2902130/profiles/ [recognized filenames; distinct positive cycles],189,189,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902130,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902130/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902131,WMO ID,2902131,2902131,config/metadata/provor_cts4_301_reference.csv [wmo]; path_resolver._discover_cts4_presets | https://data-argo.ifremer.fr/dac/incois/2902131/2902131_meta.nc [PLATFORM_NUMBER],2902131,2902131,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902131,Internal ID,—,,No PTT/IMEI in local identity registries (sanitized CTS4 data),Not used: local registry only; operational identity not independently verified,,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH (sanitized/unavailable),2026-09-20T21:44:51.578991+00:00,PASS
2902131,Float Type,PROVOR_III,PROVOR_III,service/path_resolver.py:_discover_cts4_presets [platform_type=PROVOR_III] | https://data-argo.ifremer.fr/dac/incois/2902131/2902131_meta.nc [PLATFORM_TYPE],PROVOR_III,PROVOR_III,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902131,Latitude,42.694°S,-42.69385,https://data-argo.ifremer.fr/dac/incois/2902131/2902131_Rtraj.nc [LATITUDE index 12736; JULD; POSITION_QC=2],-42.69385,-42.69385,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902131,Longitude,42.201°E,42.20141,https://data-argo.ifremer.fr/dac/incois/2902131/2902131_Rtraj.nc [LONGITUDE index 12736; JULD; POSITION_QC=2],42.20141,42.20141,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902131,Last Transmission,2016-08-23 11:53 UTC,2016-08-23T11:53:50+00:00,https://data-argo.ifremer.fr/dac/incois/2902131/2902131_Rtraj.nc [JULD_LAST_MESSAGE index 97; raw JULD=24341.495717592537],JULD_LAST_MESSAGE[97] = 24341.495717592537 days since 1950-01-01 UTC,2016-08-23T11:53:50+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902131,Expected Next Communication,2016-09-02 11:53 UTC,2016-09-02T11:53:50+00:00,https://data-argo.ifremer.fr/dac/incois/2902131/2902131_Rtraj.nc [JULD_LAST_MESSAGE index 97; raw JULD=24341.495717592537],2016-08-23T11:53:50+00:00,2016-09-02T11:53:50+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902131,No Communication / elapsed days,3680 d,3680.4104349420254,https://data-argo.ifremer.fr/dac/incois/2902131/2902131_Rtraj.nc [JULD_LAST_MESSAGE index 97; raw JULD=24341.495717592537],2016-08-23T11:53:50+00:00,3680.4104349420254,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902131,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902131/2902131_Rtraj.nc [JULD_LAST_MESSAGE index 97; raw JULD=24341.495717592537],2016-08-23T11:53:50+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902131,Prof# (highest cycle),97,97,https://data-argo.ifremer.fr/dac/incois/2902131/profiles/ [recognized filenames; distinct positive cycles],97,97,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902131,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902131/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902201,WMO ID,2902201,2902201,config/metadata/meta.csv:12 [WMO id] | https://data-argo.ifremer.fr/dac/incois/2902201/2902201_meta.nc [PLATFORM_NUMBER],2902201,2902201,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902201,Internal ID,152399,152399,"config/metadata/meta.csv:12 [Argos number, else imei]",Not used: local registry only; operational identity not independently verified,152399,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH,2026-09-20T21:44:51.578991+00:00,PASS
2902201,Float Type,APEX,APEX,config/metadata/meta.csv + MultiCsvLoader.load_info(wmo).float_type → preset.platform_type | https://data-argo.ifremer.fr/dac/incois/2902201/2902201_meta.nc [PLATFORM_TYPE],APEX,APEX,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902201,Latitude,22.495°N,22.495,https://data-argo.ifremer.fr/dac/incois/2902201/2902201_Rtraj.nc [LATITUDE index 9007; JULD; POSITION_QC=1],22.495,22.495,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
